id,nombre,email,edad,fechaRegistro,activo
usr_0146,usuario_0146,usuario_0146@ejemplo.com,45,2023-08-08,False
usr_0147,usuario_0147,usuario_0147@ejemplo.com,37,2021-06-10,True
usr_0148,usuario_0148,usuario_0148@ejemplo.com,53,2023-04-11,True
usr_0149,usuario_0149,usuario_0149@ejemplo.com,24,2024-09-22,True
usr_0150,usuario_0150,usuario_0150@ejemplo.com,62,2022-12-10,True
usr_0151,usuario_0151,usuario_0151@ejemplo.com,27,2021-04-05,True
usr_0152,usuario_0152,usuario_0152@ejemplo.com,48,2022-04-21,True
usr_0153,usuario_0153,usuario_0153@ejemplo.com,67,2020-07-15,True
usr_0154,usuario_0154,usuario_0154@ejemplo.com,50,2022-04-22,True
usr_0155,usuario_0155,usuario_0155@ejemplo.com,68,2020-09-19,True
usr_0156,usuario_0156,usuario_0156@ejemplo.com,47,2021-10-15,True
usr_0157,usuario_0157,usuario_0157@ejemplo.com,36,2020-04-27,True
usr_0158,usuario_0158,usuario_0158@ejemplo.com,74,2023-10-06,False
usr_0159,usuario_0159,usuario_0159@ejemplo.com,57,2020-08-04,True
usr_0160,usuario_0160,usuario_0160@ejemplo.com,52,2020-02-26,True
usr_0161,usuario_0161,usuario_0161@ejemplo.com,22,2023-02-14,True
usr_0162,usuario_0162,usuario_0162@ejemplo.com,73,2021-03-08,False
usr_0163,usuario_0163,usuario_0163@ejemplo.com,46,2020-12-14,True
usr_0164,usuario_0164,usuario_0164@ejemplo.com,18,2023-06-12,True
usr_0165,usuario_0165,usuario_0165@ejemplo.com,45,2021-06-02,True
usr_0166,usuario_0166,usuario_0166@ejemplo.com,31,2022-08-21,True
usr_0167,usuario_0167,usuario_0167@ejemplo.com,51,2020-08-07,True
usr_0168,usuario_0168,usuario_0168@ejemplo.com,45,2020-09-12,False
usr_0169,usuario_0169,usuario_0169@ejemplo.com,75,2021-05-29,True
usr_0170,usuario_0170,usuario_0170@ejemplo.com,16,2021-02-14,True
usr_0171,usuario_0171,usuario_0171@ejemplo.com,37,2022-03-18,True
usr_0172,usuario_0172,usuario_0172@ejemplo.com,73,2025-04-25,False
usr_0173,usuario_0173,usuario_0173@ejemplo.com,36,2023-10-12,False
usr_0174,usuario_0174,usuario_0174@ejemplo.com,63,2021-03-02,False
usr_0175,usuario_0175,usuario_0175@ejemplo.com,33,2024-05-17,True
usr_0176,usuario_0176,usuario_0176@ejemplo.com,53,2022-02-13,False
usr_0177,usuario_0177,usuario_0177@ejemplo.com,39,2025-04-20,True
usr_0178,usuario_0178,usuario_0178@ejemplo.com,43,2020-10-03,True
usr_0179,usuario_0179,usuario_0179@ejemplo.com,40,2022-02-14,True
usr_0180,usuario_0180,usuario_0180@ejemplo.com,64,2021-08-21,False
usr_0181,usuario_0181,usuario_0181@ejemplo.com,31,2020-07-31,True
usr_0182,usuario_0182,usuario_0182@ejemplo.com,15,2023-02-17,True
usr_0183,usuario_0183,usuario_0183@ejemplo.com,49,2020-01-04,True
usr_0184,usuario_0184,usuario_0184@ejemplo.com,42,2022-11-24,True
usr_0185,usuario_0185,usuario_0185@ejemplo.com,47,2023-08-02,True
usr_0186,usuario_0186,usuario_0186@ejemplo.com,37,2024-09-16,True
usr_0187,usuario_0187,usuario_0187@ejemplo.com,65,2022-12-28,True
usr_0188,usuario_0188,usuario_0188@ejemplo.com,15,2021-09-18,True
usr_0189,usuario_0189,usuario_0189@ejemplo.com,52,2021-05-20,True
usr_0190,usuario_0190,usuario_0190@ejemplo.com,22,2022-04-03,True
usr_0191,usuario_0191,usuario_0191@ejemplo.com,23,2022-03-21,True
usr_0192,usuario_0192,usuario_0192@ejemplo.com,45,2022-06-22,True
usr_0193,usuario_0193,usuario_0193@ejemplo.com,23,2023-11-13,False
usr_0194,usuario_0194,usuario_0194@ejemplo.com,41,2023-02-22,True
usr_0195,usuario_0195,usuario_0195@ejemplo.com,75,2023-02-18,True
usr_0196,usuario_0196,usuario_0196@ejemplo.com,28,2023-09-26,True
usr_0197,usuario_0197,usuario_0197@ejemplo.com,42,2021-02-06,False
usr_0198,usuario_0198,usuario_0198@ejemplo.com,45,2022-12-07,True
usr_0199,usuario_0199,usuario_0199@ejemplo.com,44,2021-10-07,True
usr_0200,usuario_0200,usuario_0200@ejemplo.com,31,2024-09-04,True
usr_0201,usuario_0201,usuario_0201@ejemplo.com,30,2021-11-23,True
usr_0202,usuario_0202,usuario_0202@ejemplo.com,46,2022-02-28,True
usr_0203,usuario_0203,usuario_0203@ejemplo.com,25,2023-06-02,True
usr_0204,usuario_0204,usuario_0204@ejemplo.com,63,2023-06-09,True
usr_0205,usuario_0205,usuario_0205@ejemplo.com,15,2021-03-04,True
usr_0206,usuario_0206,usuario_0206@ejemplo.com,30,2023-05-12,True
usr_0207,usuario_0207,usuario_0207@ejemplo.com,23,2024-02-25,False
usr_0208,usuario_0208,usuario_0208@ejemplo.com,17,2022-12-04,True
usr_0209,usuario_0209,usuario_0209@ejemplo.com,27,2021-01-05,False
usr_0210,usuario_0210,usuario_0210@ejemplo.com,71,2021-04-29,True
usr_0211,usuario_0211,usuario_0211@ejemplo.com,60,2024-11-06,True
usr_0212,usuario_0212,usuario_0212@ejemplo.com,20,2020-06-21,True
usr_0213,usuario_0213,usuario_0213@ejemplo.com,54,2024-07-16,False
usr_0214,usuario_0214,usuario_0214@ejemplo.com,68,2024-01-14,True
usr_0215,usuario_0215,usuario_0215@ejemplo.com,44,2021-11-04,True
usr_0216,usuario_0216,usuario_0216@ejemplo.com,61,2022-09-29,True
usr_0217,usuario_0217,usuario_0217@ejemplo.com,58,2024-11-15,False
usr_0218,usuario_0218,usuario_0218@ejemplo.com,69,2022-08-06,True
usr_0219,usuario_0219,usuario_0219@ejemplo.com,32,2024-04-07,True
usr_0220,usuario_0220,usuario_0220@ejemplo.com,51,2022-05-04,False
usr_0221,usuario_0221,usuario_0221@ejemplo.com,49,2020-05-18,True
usr_0222,usuario_0222,usuario_0222@ejemplo.com,38,2024-08-12,False
usr_0223,usuario_0223,usuario_0223@ejemplo.com,70,2021-11-19,False
usr_0224,usuario_0224,usuario_0224@ejemplo.com,75,2022-07-12,True
usr_0225,usuario_0225,usuario_0225@ejemplo.com,54,2022-02-27,True
usr_0226,usuario_0226,usuario_0226@ejemplo.com,64,2025-03-18,True
usr_0227,usuario_0227,usuario_0227@ejemplo.com,57,2021-02-14,True
usr_0228,usuario_0228,usuario_0228@ejemplo.com,16,2021-12-03,False
usr_0229,usuario_0229,usuario_0229@ejemplo.com,28,2025-02-03,False
usr_0230,usuario_0230,usuario_0230@ejemplo.com,49,2025-01-25,True
usr_0231,usuario_0231,usuario_0231@ejemplo.com,74,2020-04-14,True
usr_0232,usuario_0232,usuario_0232@ejemplo.com,33,2024-07-17,True
usr_0233,usuario_0233,usuario_0233@ejemplo.com,60,2023-10-13,False
usr_0234,usuario_0234,usuario_0234@ejemplo.com,71,2021-10-04,False
usr_0235,usuario_0235,usuario_0235@ejemplo.com,54,2023-08-01,True
usr_0236,usuario_0236,usuario_0236@ejemplo.com,71,2021-03-15,True
usr_0237,usuario_0237,usuario_0237@ejemplo.com,45,2024-10-18,True
usr_0238,usuario_0238,usuario_0238@ejemplo.com,66,2020-08-01,False
usr_0239,usuario_0239,usuario_0239@ejemplo.com,57,2022-07-18,True
usr_0240,usuario_0240,usuario_0240@ejemplo.com,58,2024-01-12,False
usr_0241,usuario_0241,usuario_0241@ejemplo.com,75,2025-03-05,True
usr_0242,usuario_0242,usuario_0242@ejemplo.com,39,2021-10-17,False
usr_0243,usuario_0243,usuario_0243@ejemplo.com,26,2021-04-19,False
usr_0244,usuario_0244,usuario_0244@ejemplo.com,30,2021-09-23,True
usr_0245,usuario_0245,usuario_0245@ejemplo.com,22,2020-03-06,True
usr_0246,usuario_0246,usuario_0246@ejemplo.com,49,2024-10-25,True
usr_0247,usuario_0247,usuario_0247@ejemplo.com,43,2023-02-12,False
usr_0248,usuario_0248,usuario_0248@ejemplo.com,43,2025-03-25,True
usr_0249,usuario_0249,usuario_0249@ejemplo.com,75,2020-10-24,False
usr_0250,usuario_0250,usuario_0250@ejemplo.com,35,2024-07-15,False
usr_0251,usuario_0251,usuario_0251@ejemplo.com,59,2020-11-23,True
usr_0252,usuario_0252,usuario_0252@ejemplo.com,50,2020-10-21,True
usr_0253,usuario_0253,usuario_0253@ejemplo.com,25,2024-10-05,False
usr_0254,usuario_0254,usuario_0254@ejemplo.com,63,2023-02-25,True
usr_0255,usuario_0255,usuario_0255@ejemplo.com,73,2023-08-21,True
usr_0256,usuario_0256,usuario_0256@ejemplo.com,31,2023-03-28,True
usr_0257,usuario_0257,usuario_0257@ejemplo.com,54,2024-12-05,False
usr_0258,usuario_0258,usuario_0258@ejemplo.com,16,2023-07-30,True
usr_0259,usuario_0259,usuario_0259@ejemplo.com,21,2024-01-12,True
usr_0260,usuario_0260,usuario_0260@ejemplo.com,58,2023-02-21,True
usr_0261,usuario_0261,usuario_0261@ejemplo.com,71,2022-01-23,True
usr_0262,usuario_0262,usuario_0262@ejemplo.com,44,2023-12-31,True
usr_0263,usuario_0263,usuario_0263@ejemplo.com,18,2023-12-17,True
usr_0264,usuario_0264,usuario_0264@ejemplo.com,28,2022-07-22,False
usr_0265,usuario_0265,usuario_0265@ejemplo.com,28,2020-09-10,True
usr_0266,usuario_0266,usuario_0266@ejemplo.com,38,2023-03-04,False
usr_0267,usuario_0267,usuario_0267@ejemplo.com,46,2020-02-14,False
usr_0268,usuario_0268,usuario_0268@ejemplo.com,67,2020-09-09,False
usr_0269,usuario_0269,usuario_0269@ejemplo.com,63,2023-06-28,True
usr_0270,usuario_0270,usuario_0270@ejemplo.com,31,2023-01-26,True
usr_0271,usuario_0271,usuario_0271@ejemplo.com,32,2024-03-15,True
usr_0272,usuario_0272,usuario_0272@ejemplo.com,15,2020-01-10,True
usr_0273,usuario_0273,usuario_0273@ejemplo.com,62,2024-02-12,True
usr_0274,usuario_0274,usuario_0274@ejemplo.com,17,2024-05-25,False
usr_0275,usuario_0275,usuario_0275@ejemplo.com,38,2022-04-20,True
usr_0276,usuario_0276,usuario_0276@ejemplo.com,24,2021-05-03,True
usr_0277,usuario_0277,usuario_0277@ejemplo.com,18,2024-01-28,False
usr_0278,usuario_0278,usuario_0278@ejemplo.com,34,2024-05-07,True
usr_0279,usuario_0279,usuario_0279@ejemplo.com,43,2024-04-23,False
usr_0280,usuario_0280,usuario_0280@ejemplo.com,25,2023-04-11,False
usr_0281,usuario_0281,usuario_0281@ejemplo.com,48,2024-02-25,True
usr_0282,usuario_0282,usuario_0282@ejemplo.com,26,2024-02-10,True
usr_0283,usuario_0283,usuario_0283@ejemplo.com,62,2024-06-10,True
usr_0284,usuario_0284,usuario_0284@ejemplo.com,24,2022-07-17,True
usr_0285,usuario_0285,usuario_0285@ejemplo.com,62,2021-07-01,True
usr_0286,usuario_0286,usuario_0286@ejemplo.com,52,2023-12-27,False
usr_0287,usuario_0287,usuario_0287@ejemplo.com,51,2024-08-12,True
usr_0288,usuario_0288,usuario_0288@ejemplo.com,72,2024-11-04,True
usr_0289,usuario_0289,usuario_0289@ejemplo.com,22,2024-06-20,False
usr_0290,usuario_0290,usuario_0290@ejemplo.com,59,2021-02-03,False
usr_0291,usuario_0291,usuario_0291@ejemplo.com,41,2023-07-16,True
usr_0292,usuario_0292,usuario_0292@ejemplo.com,32,2022-07-01,True
usr_0293,usuario_0293,usuario_0293@ejemplo.com,47,2025-01-19,False
usr_0294,usuario_0294,usuario_0294@ejemplo.com,68,2023-02-21,True
usr_0295,usuario_0295,usuario_0295@ejemplo.com,57,2022-09-18,True
usr_0296,usuario_0296,usuario_0296@ejemplo.com,73,2020-05-02,True
usr_0297,usuario_0297,usuario_0297@ejemplo.com,27,2023-04-17,True
usr_0298,usuario_0298,usuario_0298@ejemplo.com,37,2023-08-19,True
usr_0299,usuario_0299,usuario_0299@ejemplo.com,65,2022-05-30,False
usr_0300,usuario_0300,usuario_0300@ejemplo.com,44,2020-09-03,True
usr_0301,usuario_0301,usuario_0301@ejemplo.com,27,2024-01-03,False
usr_0302,usuario_0302,usuario_0302@ejemplo.com,15,2024-04-21,True
usr_0303,usuario_0303,usuario_0303@ejemplo.com,45,2021-08-15,True
usr_0304,usuario_0304,usuario_0304@ejemplo.com,59,2020-02-11,True
usr_0305,usuario_0305,usuario_0305@ejemplo.com,18,2025-03-08,True
usr_0306,usuario_0306,usuario_0306@ejemplo.com,37,2022-02-11,True
usr_0307,usuario_0307,usuario_0307@ejemplo.com,17,2021-08-24,True
usr_0308,usuario_0308,usuario_0308@ejemplo.com,27,2025-01-17,True
usr_0309,usuario_0309,usuario_0309@ejemplo.com,41,2023-10-28,False
usr_0310,usuario_0310,usuario_0310@ejemplo.com,69,2022-10-09,False
usr_0311,usuario_0311,usuario_0311@ejemplo.com,37,2020-10-29,False
usr_0312,usuario_0312,usuario_0312@ejemplo.com,64,2020-01-02,False
usr_0313,usuario_0313,usuario_0313@ejemplo.com,22,2020-11-14,False
usr_0314,usuario_0314,usuario_0314@ejemplo.com,51,2023-12-18,False
usr_0315,usuario_0315,usuario_0315@ejemplo.com,21,2022-06-18,False
usr_0316,usuario_0316,usuario_0316@ejemplo.com,28,2024-02-27,True
usr_0317,usuario_0317,usuario_0317@ejemplo.com,15,2022-04-20,True
usr_0318,usuario_0318,usuario_0318@ejemplo.com,26,2023-11-27,False
usr_0319,usuario_0319,usuario_0319@ejemplo.com,25,2023-03-12,True
usr_0320,usuario_0320,usuario_0320@ejemplo.com,59,2021-08-25,True
usr_0321,usuario_0321,usuario_0321@ejemplo.com,47,2023-01-26,True
usr_0322,usuario_0322,usuario_0322@ejemplo.com,46,2025-02-03,False
usr_0323,usuario_0323,usuario_0323@ejemplo.com,44,2022-03-25,True
usr_0324,usuario_0324,usuario_0324@ejemplo.com,74,2024-11-05,True
usr_0325,usuario_0325,usuario_0325@ejemplo.com,69,2024-12-15,False
usr_0326,usuario_0326,usuario_0326@ejemplo.com,17,2020-10-21,True
usr_0327,usuario_0327,usuario_0327@ejemplo.com,34,2021-05-19,True
usr_0328,usuario_0328,usuario_0328@ejemplo.com,40,2023-08-04,True
usr_0329,usuario_0329,usuario_0329@ejemplo.com,51,2020-05-16,True
usr_0330,usuario_0330,usuario_0330@ejemplo.com,47,2021-09-24,False
usr_0331,usuario_0331,usuario_0331@ejemplo.com,32,2024-12-19,False
usr_0332,usuario_0332,usuario_0332@ejemplo.com,23,2021-11-18,False
usr_0333,usuario_0333,usuario_0333@ejemplo.com,18,2024-08-18,True
usr_0334,usuario_0334,usuario_0334@ejemplo.com,39,2024-07-10,False
usr_0335,usuario_0335,usuario_0335@ejemplo.com,72,2022-11-15,True
usr_0336,usuario_0336,usuario_0336@ejemplo.com,56,2020-04-01,True
usr_0337,usuario_0337,usuario_0337@ejemplo.com,42,2023-06-24,True
usr_0338,usuario_0338,usuario_0338@ejemplo.com,40,2023-11-21,True
usr_0339,usuario_0339,usuario_0339@ejemplo.com,35,2023-12-25,True
usr_0340,usuario_0340,usuario_0340@ejemplo.com,17,2023-09-20,True
usr_0341,usuario_0341,usuario_0341@ejemplo.com,40,2025-02-07,True
usr_0342,usuario_0342,usuario_0342@ejemplo.com,30,2021-06-11,True
usr_0343,usuario_0343,usuario_0343@ejemplo.com,59,2023-07-01,False
usr_0344,usuario_0344,usuario_0344@ejemplo.com,29,2020-07-10,True
usr_0345,usuario_0345,usuario_0345@ejemplo.com,24,2024-06-11,True
usr_0346,usuario_0346,usuario_0346@ejemplo.com,67,2024-07-24,False
usr_0347,usuario_0347,usuario_0347@ejemplo.com,39,2022-06-18,False
usr_0348,usuario_0348,usuario_0348@ejemplo.com,40,2021-10-23,True
usr_0349,usuario_0349,usuario_0349@ejemplo.com,56,2020-01-09,True
usr_0350,usuario_0350,usuario_0350@ejemplo.com,29,2024-02-16,True
usr_0351,usuario_0351,usuario_0351@ejemplo.com,32,2020-11-17,True
usr_0352,usuario_0352,usuario_0352@ejemplo.com,59,2024-11-01,False
usr_0353,usuario_0353,usuario_0353@ejemplo.com,51,2021-07-22,True
usr_0354,usuario_0354,usuario_0354@ejemplo.com,36,2021-04-03,True
usr_0355,usuario_0355,usuario_0355@ejemplo.com,75,2022-10-22,False
usr_0356,usuario_0356,usuario_0356@ejemplo.com,73,2020-05-30,False
usr_0357,usuario_0357,usuario_0357@ejemplo.com,50,2023-09-25,True
